name;energy;fat;carb;protein;alcohol;iron;salt;vitaminc
Toast;878;4.1;39.1;2.6;0;3.1;1090.9;0.4
Toast, Contains Wheat Starch;905;3.1;42.6;4.1;0;3.3;1108.5;0.4
Toast, Graham Toast;1201;3.8;51.2;9.2;0;1.5;1102.3;0
Toast, Oats And Cheese, Fazer Roast Rolls;1165;8.0;40.0;8.6;0;1.6;1370.7;0
Toast, Oats Toast, Fazer Kaurapaahto;1140;3.5;48.2;8.2;0;1.2;1087.3;0
Toast, Oats Toast, Oat Flour, Oat Flakes;1069;3.4;45.7;8.1;0;1.4;1217.3;0
Toast, Rye Toast;1181;3.3;51.5;8.4;0;1.1;1099.8;0
Toffee;1908;21.0;64.7;1.8;0;0.8;1498.2;0
Tofu And Mixed Beans Gravy, With Tomato;267;2.7;4.8;3.7;0;1.8;637.2;5.0
Tofu And Potato Casserole, Contains Egg;369;5.4;5.9;3.4;0;1.4;747.0;5.4
Tofu Noodle Wok;413;4.6;10.3;3.0;0;1.7;749.6;28.3
Tofu Vegetable Gravy, With Tomato;281;2.9;6.4;2.5;0;1.3;631.1;12.2
Tofu Vegetable Wok, Wok-Vegetables;482;6.2;10.1;3.5;0;2.1;491.1;27.2
Tomato;95;0.3;3.5;0.6;0;0.2;5.5;14.1
Tomato, Grilled;136;0.4;4.9;0.8;0;0.3;7.9;12.1
Tomato, Sun-Dried, In Oil;951;14.1;17.5;5.1;0;2.7;677.8;101.8
Tomatoes, Crushed, Canned;95;0.2;3.5;0.6;0;0.2;99.4;14.1
Tomato Filled With Mushrooms, Breadcrumbs;357;6.5;4.5;1.2;0;0.3;513.3;8.5
Tomato Juice, Unsweetened;93;0.3;3.4;0.6;0;0.2;917.3;14.1
Tomato Ketchup;383;0.4;19.2;1.2;0;1.0;2599.0;8.0
Tomato Ketchup, Reduced Salt And Sugar;292;0.2;15.1;0.5;0;0.2;1562.2;11.8
Tomato Puree;244;0.5;8.0;4.5;0;0.4;509.6;33.0
Tomato Salsa;105;0.3;3.6;0.9;0;0.4;680.2;26.2
Tomato Salsa, Industrial;156;0.3;6.5;1.2;0;0.3;1530.8;39.8
Tomato Sauce;336;6.1;4.3;1.0;0;0.4;643.2;10.0
Tomato Soup;157;2.1;3.5;0.6;0;0.1;372.1;4.4
Tomato Soup With Goat Cheese, Snellman;277;4.0;4.0;2.7;0;0.3;1067.1;6.2
Tom Collins, Gin Cocktail;201;0;3.1;0.1;5.0;0.1;6.7;2.5
Tonic Water;151;0;8.9;0;0;0.1;10.2;0
Tortilla Chips, Taco Shell;1998;22.6;60.0;7.6;0;1.6;2191.3;0
Tosca Cake;1802;24.1;42.2;9.8;0;1.5;182.1;0.1
Tuna, Fried;774;8.7;0.1;26.7;0;1.5;849.3;0.1
Tuna And Mashed Potato Casserole, Low-Fat Milk;388;2.0;10.6;7.2;0;0.7;854.2;4.8
Tuna Bolognese;651;8.1;6.0;13.7;0;0.9;660.7;7.0
Tuna Pasta, Saarioinen;582;8.4;10.9;4.6;0;0.7;973.8;1.9
Tuna Patty, Fried;824;11.4;4.6;18.5;0;1.3;1460.1;0.7
Tuna Salad With Potato, Without Dressing;397;3.5;5.9;9.2;0;1.1;321.8;26.9
Tuna Salad With Rice, Without Dressing;452;4.9;7.3;8.0;0;0.7;950.8;23.9
Tuna Salad With Vegetables, Without Dressing;224;1.4;4.0;5.6;0;0.5;230.4;8.9
Turkey Breast, Fried;782;6.9;0.1;31.0;0;0.9;1422.8;0.1
Turkey Cold Cuts;392;1.8;1.6;17.5;0;0.5;1936.3;0
Turkey Cordon Bleu, Fried;901;10.0;6.8;24.2;0;1.3;1037.3;0.9
Turkey Vegetable Wok;283;2.0;3.2;8.2;0;0.8;444.2;19.2
Turnip;89;0.1;2.5;1.2;0;0.1;45.9;22.9
Tzatziki, Feta Sauce, Yoghurt Sauce;1076;21.4;1.9;14.7;0;0.2;2559.4;0.2
Tzatziki, Greek Yoghurt Sauce;182;2.4;3.0;1.8;0;0.1;1049.7;4.8
Vanilla Sauce Without Milk;669;10.2;15.5;1.4;0;0.5;2.1;0
Vanillin Sauce;806;12.0;19.0;2.2;0;0.1;264.3;0.9
Vanillin Sugar;1698;0;99.9;0;0;0.1;0.2;0
Vatruska, Potato Pasty With Rice;710;9.5;17.8;2.6;0;0.6;815.7;3.2
Veal Knuckle, Simmered;1003;13.6;0.1;29.4;0;2.9;1095.4;0.1
Vegan Frankfurter, Tofu Sausage;961;16.0;1.7;16.4;0;1.2;1763.2;20.0
Vegetable, Deep-Fried;814;13.2;14.3;3.9;0;0.6;1214.9;19.6
Vegetable Couscous;544;3.9;18.3;4.0;0;0.6;920.7;11.1
Vegetable Egg Casserole;307;4.0;3.5;5.0;0;0.8;535.2;17.9
Vegetable Gravy With Tomato;140;1.7;3.0;0.8;0;0.5;540.1;9.8
Vegetable Hamburger, Wheat Bun;899;13.6;19.3;4.5;0;0.7;892.6;6.1
Vegetable Hash, Mushroom, Potato;264;2.5;7.0;2.0;0;1.3;69.2;4.9
Vegetable Juice;137;0.2;6.8;0.6;0;0;917.3;32.0
Vegetable Minestrone Soup;168;1.8;4.0;1.4;0;0.4;1203.2;10.8
Vegetable Potato Stew;246;2.8;6.3;1.1;0;0.4;350.2;13.4
Vegetables, Baked, Salt And Oil;237;3.4;4.6;1.0;0;0.7;566.0;63.4
Vegetables, Gratinated, Vegetable Gratin;446;7.6;3.2;4.8;0;0.5;1062.7;20.5
Vegetable Soup;105;0.1;4.7;0.9;0;0.3;654.8;5.6
Vegetable Soup, Milk-Based, Summersoup;152;0.8;5.3;1.5;0;0.2;411.6;7.7
Vegetable Stew With Potato, Carrot And Cauliflower;358;1.8;12.8;2.8;0;0.9;180.9;18.2
Vegetarian Goulash;169;2.4;3.2;0.7;0;0.2;710.2;3.0
Vegetarian Moussaka, Soya Mince;360;3.5;8.1;4.3;0;0.8;373.1;10.2
Vegetarian Pea Soup;237;0.5;6.4;4.2;0;1.1;240.0;0.6
Vegetarian Pie, Shortcrust Pastry;1183;19.9;15.5;9.2;0;0.7;862.4;3.8
Vegetarian Sausage, Contains Soya;1118;16.0;13.5;16.0;0;2.8;1528.8;2.8
Velvet Bolete;78;0.5;0.8;1.1;0;10.0;2.3;
Vendace, Canned In Tomato Sauce;723;11.4;1.6;16.2;0;0.7;1525.1;0.5
Vendace, Fried;768;9.8;3.8;19.7;0;1.0;709.8;0.1
Vendace Loaf, Fish In Rye Crust;971;9.9;21.7;12.2;0;1.2;1544.8;0.1
Vinegar;138;0;0.5;0;0;0;0;0
Vinegar, Wine Vinegar;86;0;0.5;0;0;0.1;0.9;0
Vinegar With Honey And Apple;236;0;8.4;0.1;0;0.1;1.7;0
Vitamin Water, Vitamin Well, Sweetened With Fructose;71;0;4.2;0;0;0.1;26.0;16.0
Vorschmack, Lamb Mince, Beef Mince;1039;19.3;1.9;17.1;0;1.8;1304.0;2.0
Wafer, Covered With Chocolate;2161;28.8;56.5;7.0;0;1.4;457.0;0.1
Wafer, Ice Cream Cone;1787;7.4;78.8;8.2;0;4.2;840.8;0
Wafer Biscuit;1928;20.5;65.4;3.0;0;0.3;129.3;0.1
Wafer Covered With Chocolate, Semper;2360;38.0;50.0;5.2;0;1.4;589.5;0.1
Waffle, Cream;1441;25.5;23.9;4.8;0;0.3;580.4;0.5
Waffle, Fat-Free Milk;793;6.4;25.2;7.0;0;0.5;458.0;0.8
Waffle, Low-Fat Milk;827;7.3;25.1;7.0;0;0.5;452.7;0.8
Waffle, Water;958;13.9;22.1;3.5;0;0.3;454.3;0.1
Waffle, Whole Milk;879;8.7;25.1;7.0;0;0.5;458.0;0.7
Water Chestnut;407;0.1;20.9;1.4;0;0.1;35.7;4.0
Watermelon, Without Skin;156;0.1;7.1;0.9;0;0.5;5.1;11.0
Watermelon, With Skin;86;0.1;3.9;0.5;0;0.3;2.8;6.0
Wheat Bran;1010;4.6;16.9;14.8;0;20.0;2.5;0
Wheat Flakes;1402;2.2;58.7;12.9;0;5.0;10.2;0
Wheat Germ;1508;10.0;31.0;29.4;0;8.9;5.9;0
Wheat Grain, Boiled, Salt;516;1.0;21.2;5.2;0;1.6;495.6;0
Wheat Grain, Boiled Without Salt;516;1.0;21.2;5.2;0;1.6;2.5;0
Wheat Grain, Crushed;1289;2.5;52.9;12.9;0;3.9;2.5;0
Wheat Porridge, Milk, Wheat Flakes, Salt;351;1.7;11.6;4.5;0;0.6;416.5;1.1
Wheat Rusk, Industrial;1551;6.3;65.5;10.4;0;1.0;1032.5;0
Wheat Rusk, Milk, Industrial;1536;6.2;64.7;10.4;0;1.0;1021.6;0.1
Wheat Tortilla;1265;9.4;45.8;7.2;0;0.6;234.1;0.1
Whey Powder. For Food Industry;1569;1.1;78.0;11.9;0;0.9;2777.3;5.0
Whey Protein Concentrate;1650;6.0;9.0;75.0;0;0;199.8;0
Whipped Cream, Sweetened;1401;32.8;9.1;1.9;0;0.1;66.9;0.7
Whipped Cream, Sweetened, Low-Lactose;1529;35.6;8.8;1.8;0;0.1;66.9;0.7
Whipped Cream, Unsweetened;1381;35.0;3.0;2.0;0;0.1;71.3;0.7
Whipped Cream Spray, Industrial;1013;21.8;9.9;2.2;0;0.1;78.3;0.8
Whipping Cream, 35% Fat;1381;35.0;3.0;2.0;0;0.1;71.3;0.7
White Bread, Naan Bread;1155;6.8;44.2;7.7;0;0.6;717.8;0.2
White Bread, Pita Bread;966;1.0;46.1;7.5;0;0.6;412.0;0
White Bread, Wheat Roll, Low-Fat Milk;1300;6.7;52.0;8.7;0;0.7;539.6;0.2
White Cabbage;131;0.1;5.0;1.2;0;0.2;13.2;36.8
White Wine, Dry;287;0;0.6;0.3;9.1;0.3;12.7;0
White Wine, Sweet;405;0;6.0;0.3;10.0;0.3;20.9;0
White Wine And Dill Sauce;449;4.3;8.5;1.7;1.5;0.6;613.5;4.2
Whole Grain Breakfast Cereal With Oats, Barley And Rye;1446;4.0;54.3;12.3;0;4.1;939.3;0
Whole Grain Semolina Lingonberry Porridge, Whipped;294;0.3;14.4;1.3;0;0.2;138.8;1.7
Wholemeal Rusk, Industrial;1517;6.3;62.9;10.5;0;1.4;1018.5;0
Wholemeal Rusk, Milk, Home-Made;1525;6.4;63.1;10.6;0;1.4;1075.1;0.1
Wild Rocket, Sand Rocket;116;0.7;2.0;2.6;0;1.5;25.5;15.0
Wine, Fortified;657;0;11.5;0.2;15.8;0.7;10.2;0
Wine, Light, 4-5% Volume;256;0.1;8.3;0.2;3.7;0.3;5.6;1.5
Wine, Mulled;355;0;8.5;0.2;3.1;0.5;7.5;0
Wine, Non-Alcoholic;82;0.1;4.5;0.1;0;0.1;2.5;0.2
Wok-Vegetables, Fried;593;8.2;11.7;3.3;0;0.9;9.5;49.4
Woolly Milkcap;66;0.5;0.6;1.5;0;0.6;5.1;2.1
Woolly Milkcap, Blanched;129;0.9;1.3;1.9;0;0.7;11.2;1.4
Yarrow;236;0.3;2.6;5.0;0;1.4;16.3;26.0
Yoghurt, Bulgarian, Plain, 3.5% Fat, 1 Ug Vitamin D;265;3.5;4.8;3.0;0;0.1;112.1;1.0
Yoghurt, Flavoured, 3% Fat;422;2.9;14.5;3.8;0;0.1;95.9;1.8
Yoghurt, Flavoured, 7% Fat;507;7.0;14.3;2.8;0;0.1;91.7;2.8
Yoghurt, Flavoured, Fat-Free;298;0.1;14.2;2.8;0;0.1;101.5;2.4
Yoghurt, Plain, 2.5% Fat;228;2.5;4.8;3.0;0;0.1;108.3;1.0
Yoghurt, Plain, Bulgarian, 9% Fat;270;3.9;3.4;3.0;0;0.2;119.8;0.7
Yoghurt, Plain, Fat-Free;142;0.1;4.9;3.1;0;0.1;112.1;1.2
Zucchini, Boiled Without Salt;92;0.5;3.0;0.8;0;1.0;7.3;16.2
Zucchini, Summer Squash;77;0.4;2.5;0.7;0;0.8;6.1;21.0
Zucchini Filled With Vegetables;354;6.0;2.8;4.0;0;0.7;687.7;10.2
